label,text
spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a 350 award. If your number matches please call 09063442151 to claim your 350 award
ham,S'fine. Anytime. All the best with it.
ham,U too...
ham,U don't remember that old commercial?
ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
ham,Just taste fish curry :-P
ham,HOW ARE U? I HAVE MISSED U! I HAVENT BEEN UP 2 MUCH A BIT BORED WITH THE HOLIDAY WANT 2 GO BAK 2 COLLEGE! SAD ISNT IT?xx
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com
ham,I liked your new house
ham,Cbe is really good nowadays:)lot of shop and showrooms:)city is shaping good.
ham,* Will have two more cartons off u and is very pleased with shelves
spam,"You have been specially selected to receive a \3000 award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo"""
ham,Ugh my leg hurts. Musta overdid it on mon.
ham,Yar i wanted 2 scold u yest but late already... I where got zhong se qing you? If u ask me b4 he ask me then i'll go out w u all lor. N u still can act so real.
ham,Yes.mum lookin strong:)
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar"
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a 250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstop 1.50/week
spam,UR awarded a City Break and could WIN a 200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 1.50perWKsub
ham,I think i am disturbing her da
ham,"Cool, want me to go to kappa or should I meet you outside mu"
ham,"alright, I'll make sure the car is back tonight"
ham,Am i that much dirty fellow?
ham,"Mum, hope you are having a great day. Hoping this text meets you well and full of life. Have a great day. Abiola"
ham,You said not now. No problem. When you can. Let me know.
ham,How much you got for cleaning
ham,Honey boo I'm missing u.
ham,K..u also dont msg or reply to his msg..
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp 1.50/msg
spam,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES"
ham,Busy here. Trying to finish for new year. I am looking forward to finally meeting you...
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,If india win or level series means this is record:)
ham,My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
ham,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx"
ham,Your dad is back in ph?
ham,Did you get any gift? This year i didnt get anything. So bad
ham,Why didn't u call on your lunch?
ham,I can't describe how lucky you are that I'm actually awake by noon
ham,What's the significance?
ham,"No, I was trying it all weekend ;V"
ham,How much it will cost approx . Per month.
ham,I'm very happy for you babe ! Woo hoo party on dude!
ham,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.
ham,I'm working technical support :)voice process.networking field.
ham,Yeah I can still give you a ride
ham,Whens your radio show?
ham,What to think no one saying clearly. Ok leave no need to ask her. I will go if she come or not
ham,What u mean u almost done? Done wif sleeping? But i tot u going to take a nap.. Yup i send her liao so i'm picking her up at ard 4 smth lor..
ham,"Hi, Mobile no. <#> has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com"
ham,There bold 2 <#> . Is that yours
ham,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..
spam,Text PASS to 69669 to collect your polyphonic ringtones. Normal gprs charges apply only. Enjoy your tones
ham,"Ela kano.,il download, come wen ur free.."
ham,I'm hungry buy smth home...
ham,Hi :)finally i completed the course:)
ham,"Haha yeah I see that now, be there in a sec"
ham,Yup n her fren lor. I'm meeting my fren at 730.
ham,What u talking bout early morning? It's almost noon where your at!
ham,Then anything special?
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?"
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks."
spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906
ham,Wat _ doing now?
spam,"As a valued customer, I am pleased to advise you that following recent review of your Mob No. you are awarded with a 1500 Bonus Prize, call 09066364589"
ham,"Yes, my reg is Ciao!"
ham,How are you enjoying this semester? Take care brother.
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face <#> .joker face.
ham,I thank you so much for all you do with selflessness. I love you plenty.
ham,Hey... Very inconvenient for your sis a not huh?
ham,See you there!
ham,"Haha awesome, I've been to 4u a couple times. Who all's coming?"
ham,Really good:)dhanush rocks once again:)
ham,Tell me pa. How is pain de.
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not."
ham,Going for dinner.msg you after.
ham,Going to take your babe out ?
ham,Jokin only lar... :-) depends on which phone my father can get lor...
ham,Hope you are having a great day.
ham,No did you check? I got his detailed message now
ham,Dunno lei... I might b eatin wif my frens... If _ wan to eat then i wait 4 _ lar
spam,"Congratulations! Thanks to a good friend U have WON the 2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
spam,BIG BROTHER ALERT! The computer has selected u for 10k cash or #150 voucher. Call 09064018838. NTT PO Box CRO1327 18+ BT Landline Cost 150ppm mobiles vary
ham,I will cme i want to go to hos 2morow. After that i wil cme. This what i got from her dear what to do. She didnt say any time
ham,1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-)
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE
ham,Dare i ask... Any luck with sorting out the car?
ham,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..
ham,Is there any training tomorrow?
spam,You will recieve your tone within the next 24hrs. For Terms and conditions please see Channel U Teletext Pg 750
ham,Long beach lor. Expected... U having dinner now?
ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
ham,How is your schedule next week? I am out of town this weekend.
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,Mine here like all fr china then so noisy.
ham,comin to fetch us oredi...
spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p p 3.99
ham,We stopped to get ice cream and will go back after
ham,Me too! Have a lovely night xxx
ham,Dont show yourself. How far. Put new pictures up on facebook.
ham,Painful words- \I thought being Happy was the most toughest thing on Earth... But
ham,Yeah that'd pretty much be the best case scenario
ham,How's ur paper?
ham,Mathews or tait or edwards or anderson
ham,"Honeybee Said: *I'm d Sweetest in d World* God Laughed & Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)"
ham,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am
ham,Ok lor. I'm in town now lei.
ham,Ok anyway no need to change with what you said
ham,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition...
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.
ham,Morning only i can ok.
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,Wat's my dear doing? Sleeping ah?
spam,"Hack Chat. Get backdoor entry into 121 chat rooms at a fraction of the cost. Reply NEO69 or call 09050280520, to subscribe 25p pm. DPS, Bcm box 8027 Ldn, wc1n3xx"
ham,Hey!!! I almost forgot ... Happy B-day babe ! I love ya!!
spam,"URGENT! Your mobile No 07xxxxxxxxx won a 2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP! BOX97N7QP, 150PPM"
ham,Check with nuerologist.
ham,"Probably gonna be here for a while, see you later tonight <)"
ham,Also fuck you and your family for going to rhode island or wherever the fuck and leaving me all alone the week I have a new bong >:(
ham,Why she wants to talk to me
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
ham,Nvm it's ok...
ham,Just got outta class gonna go gym.
ham,Id have to check but there's only like 1 bowls worth left
ham,Lmao. Take a pic and send it to me.
ham,So what do you guys do.
ham,Where r we meeting?
ham,* Will be september by then!
ham,"Derp. Which is worse, a dude who always wants to party or a dude who files a complaint about the three drug abusers he lives with"
ham,What's ur pin?
ham,Eat jap done oso aft ur lect wat... got lect at 12 rite...
ham,Apo all other are mokka players only
ham,Howz pain?hope u r fine..
ham,Should I tell my friend not to come round til like <#> ish?
ham,We took hooch for a walk toaday and i fell over! Splat! Grazed my knees and everything! Should have stayed at home! See you tomorrow!
ham,Have you laid your airtel line to rest?
ham,Do u knw dis no. <#> ?
ham,Men like shorter ladies. Gaze up into his eyes.
ham,K k pa Had your lunch aha.
ham,Webpage s not available!
ham,I called and said all to him:)then he have to choose this future.
ham,Excellent! Wish we were together right now!
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life."
ham,I'm aight. Wat's happening on your side.
ham,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\"""""
ham,I think you should go the honesty road. Call the bank tomorrow. Its the tough decisions that make us great people.
ham,Am okay. Will soon be over. All the best
ham,If I die I want u to have all my stuffs.
ham,Do you still have the grinder?
ham,Wewa is 130. Iriver 255. All 128 mb.
spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
ham,"Helloooo... Wake up..! \Sweet\"" \""morning\"" \""welcomes\"" \""You\"" \""Enjoy\"" \""This Day\"" \""with full of joy\"".. \""GUD MRNG\""."""
ham,Another month. I need chocolate weed and alcohol.
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/msg. CC 08718720201 HG/Suite342/2Lands Row/W1J6HL
ham,Me sef dey laugh you. Meanwhile how's my darling anjie!
ham,I'm awake oh. What's up.
ham,Went fast asleep dear.take care.
spam,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468
spam,"Congratulations! Thanks to a good friend U have WON the 2,000 Xmas prize. 2 claim is easy, just call 08718726971 NOW! Only 10p per minute. BT-national-rate."
ham,Lol no ouch but wish i'd stayed out a bit longer
ham,"Sorry, went to bed early, nightnight"
ham,No need to ke qi... too bored izzit y suddenly thk of this...
ham,Aft i finish my lunch then i go str down lor. Ard 3 smth lor. U finish ur lunch already?
ham,Hi its me you are probably having too much fun to get this message but i thought id txt u cos im bored! and james has been farting at me all night
ham,"I call you later, don't have network. If urgnt, sms me."
ham,I am late. I will be there at
ham,"\Speak only when you feel your words are better than the silence...\"" Gud mrng:-)"""
ham,Hey are we going for the lo lesson or gym?
spam,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now! HG/Suite342/2Lands Row/W1J6HL
ham,Thanks love. But am i doing torch or bold.
ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
ham,Thts god's gift for birds as humans hav some natural gift frm god..
ham,I wish that I was with you. Holding you tightly. Making you see how important you are. How much you mean to me ... How much I need you ... In my life ...
ham,Ok no prob. Take ur time.
ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
ham,"Hello, my love ! How went your day ? Are you alright ? I think of you, my sweet and send a jolt to your heart to remind you ... I LOVE YOU! Can you hear it ? I screamed it across the sea for all the world to hear. Ahmad al Hallaq is loved ! and owned ! *possessive passionate kiss*"
ham,Yes:)sura in sun tv.:)lol.
ham,Am i that much bad to avoid like this?
ham,Sleeping nt feeling well
ham,You should know now. So how's anthony. Are you bringing money. I've school fees to pay and rent and stuff like that. Thats why i need your help. A friend in need....|
ham,Hi my email address has changed now it is
ham,After the drug she will be able to eat.
ham,Have you bookedthe hut? And also your time off? How are you by the way?
spam,"Final Chance! Claim ur 150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. 3.00 Subs 16"
ham,This is my number by vivek..
ham,Are you up for the challenge? I know i am :)
ham,U gd lor go shopping i got stuff to do. U wan 2 watch infernal affairs a not? Come lar...
ham,Ok i thk i got it. Then u wan me 2 come now or wat?
ham,U still painting ur wall?
ham,"Sir Goodmorning, Once free call me."
ham,Dear i have reache room
ham,I WILL CAL YOU SIR. In meeting
ham,In fact when do you leave? I think addie goes back to school tues or wed
ham,Most of the tiime when i don't let you hug me it's so i don't break into tears.
ham,Lol yeah at this point I guess not
ham,Your right! I'll make the appointment right now.
spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out!"
ham,"K, can I pick up another 8th when you're done?"
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,"U so lousy, run already come back then half dead... Hee..."
ham,Also are you bringing galileo or dobby
ham,Lol yes. But it will add some spice to your day.
ham,Much better now thanks lol
ham,Now get step 2 outta the way. Congrats again.
ham,Cramps stopped. Going back to sleep
ham,They r giving a second chance to rahul dengra.
ham,It's only $140 ard... rest all ard $180 at least...Which is price 4 2 bedrm ($900)
ham,got wat to buy tell us then _ no need to come in again.
spam,Thanks for your subscription to Ringtone UK your mobile will be charged 5/month Please confirm by replying YES or NO. If you reply NO you will not be charged
ham,Hi:)did you asked to waheeda fathima about leave?
ham,Nope thats fine. I might have a nap tho!
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,Guess he wants alone time. We could just show up and watch when they do..
ham,Yup ok...
ham,Nope i waiting in sch 4 daddy...
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc"
ham,"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can"
ham,K sure am in my relatives home. Sms me de. Pls:-)
spam,from www.Applausestore.com MonthlySubscription@50p/msg max6/month T&CsC web age16 2stop txt stop
ham,"Best line said in Love: . \I will wait till the day I can forget u Or The day u realize that u cannot forget me.\""... Gn"""
ham,Sat right? Okay thanks...
spam,We tried to contact you re your reply to our offer of 750 mins 150 textand a new video phone call 08002988890 now or reply for free delivery tomorrow
ham,"Okay. No no, just shining on. That was meant to be signing, but that sounds better."
ham,* Am on a train back from northampton so i'm afraid not!
ham,Keep my payasam there if rinu brings
ham,Beautiful truth : Expression of the face could Be seen by everyone... But the depression of heart Could be understood only By the Loved ones.. Gud Ni8;-)
ham,She's fine. Good to hear from you. How are you my dear? Happy new year oh.
ham,Your daily text from me a favour this time
ham,We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is <#>
ham,Oh for fuck's sake she's in like tallahassee
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That <#> dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,"Sir, i am waiting for your call."
ham,Then ur sis how?
ham,Wat uniform? In where get?
ham,"Merry Christmas to you too babe, i love ya *kisses*"
spam,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP
ham,Its posible dnt live in <#> century cm frwd n thnk different
ham,"Like <#> , same question"
ham,Understand. his loss is my gain :) so do you work? School?
ham,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?"
ham,Ok. No wahala. Just remember that a friend in need ...
ham,"I think your mentor is , but not 100 percent sure."
ham,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate
ham,Happy birthday... May u find ur prince charming soon n dun work too hard...
ham,Play w computer? Aiyah i tok 2 u lor?
ham,Den wat will e schedule b lk on sun?
ham,Hello madam how are you ?
ham,There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?
ham,Ok... Then r we meeting later?
ham,"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?"
ham,Why i come in between you people
ham,MMM ... Fuck .... Merry Christmas to me
spam,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.
ham,Just sent it. So what type of food do you like?
ham,NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!
ham,U horrible gal... U knew dat i was going out wif him yest n u still come n ask me...
ham,WHAT TIME U WRKIN?
ham,"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend."
ham,Neva mind it's ok..
spam,Text & meet someone sexy today. U can find a date or even flirt its up to U. Join 4 just 10p. REPLY with NAME & AGE eg Sam 25. 18 -msg recd@thirtyeight pence
ham,I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me & u dont tell me......... Take care:-)
ham,"\GRAN ONLYFOUND OUT AFEW DAYS AGO.CUSOON HONI\"""""
ham,"The table's occupied, I'm waiting by the tree"
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!
ham,No de.am seeing in online shop so that i asked.
ham,Nah im goin 2 the wrks with j wot bout u?
ham,Yun ah.now _ wkg where?btw if _ go nus sc. wana specialise in wad?
ham,Yes.. now only saw your message..
ham,"Oh fine, I'll be by tonight"
ham,Slaaaaave ! Where are you ? Must I summon you to me all the time now ? Don't you wish to come to me on your own anymore?
ham,"see you then, we're all christmassy here!"
ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
ham,Okay name ur price as long as its legal! Wen can I pick them up? Y u ave x ams xx
spam,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout
ham,Carlos'll be here in a minute if you still need to buy
ham,Please leave this topic..sorry for telling that..
ham,I'm in town now so i'll jus take mrt down later.
ham,Haha... They cant what... At the most tmr forfeit... haha so how?
ham,Wat time r _ going to xin's hostel?
ham,Lol or I could just starve and lose a pound by the end of the day.
ham,In work now. Going have in few min.
ham,The new deus ex game comin early next yr
ham,still attending da talks?
ham,I have to take exam with in march 3
ham,"\HEY DAS COOL... IKNOW ALL 2 WELLDA PERIL OF STUDENTFINANCIAL CRISIS!SPK 2 U L8R.\"""""
ham,Aiyo please _ got time meh.
ham,Don know..wait i will check it.
ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is <#> k help pls I will load d card abi hw,keep me posted luv. 2 mj"
ham,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye."
spam,sexy sexy cum and text me im wet and warm and ready for some porn! u up for some fun? THIS MSG IS FREE RECD MSGS 150P INC VAT 2 CANCEL TEXT STOP
ham,Haha... dont be angry with yourself... Take it as a practice for the real thing. =)
ham,My friends use to call the same.
spam,How come it takes so little time for a child who is afraid of the dark to become a teenager who wants to stay out all night?
ham,Cos i want it to be your thing
ham,Prabha..i'm soryda..realy..frm heart i'm sory
ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
spam,"Loan for any purpose 500 - 75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'"
spam,okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
ham,Our Prashanthettan's mother passed away last night. pray for her and family.
ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
ham,Jos ask if u wana meet up?
spam,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.
ham,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home."
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,Lovely smell on this bus and it ain't tobacco...
ham,"It's that time of the week again, ryan"
ham,Good morning princess! Happy New Year!
ham,Lil fever:) now fine:)
ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
ham,Alright. I'm out--have a good night!
ham,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light
ham,"fyi I'm at usf now, swing by the room whenever"
spam,FreeMsg: Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop
ham,It does it on its own. Most of the time it fixes my spelling. But sometimes it gets a completely diff word. Go figure
spam,Please CALL 08712402779 immediately as there is an urgent message waiting for you
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come..."
ham,Ok i msg u b4 i leave my house.
ham,No current and food here. I am alone also
ham,Also remember to get dobby's bowl from your car
ham,Thanx 4 sending me home...
ham,"no, i *didn't* mean to post it. I wrote it, and like so many other times i've ritten stuff to you, i let it sit there. it WAS what i was feeling at the time. I was angry. Before i left, i hit send, then stop. It wasn't there. I checked on my phone when i got to my car. It wasn't there. You said you didn't sleep, you were bored. So why wouldn't THAT be the time to clean, fold laundry, etc.? At least make the bed?"
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
spam,"complimentary 4 STAR Ibiza Holiday or 10,000 cash needs your URGENT collection. 09066364349 NOW from Landline not to lose out! Box434SK38WP150PPM18+"
ham,Ok... But bag again..
ham,Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow
ham,Have your lunch and come quickly and open the door:)
ham,"That means you got an A in epi, she.s fine. She.s here now."
ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
ham,What time you thinkin of goin?
ham,U buy newspapers already?
ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?
ham,How will I creep on you now? ;_;
ham,<#> mins but i had to stop somewhere first.
spam,network operator. The service is free. For T & C's visit 80488.biz
ham,"Sorry that took so long, omw now"
ham,Waaaat?? Lololo ok next time then!
ham,if you text on your way to cup stop that should work. And that should be BUS
ham,I know she called me
ham,Ya i knw u vl giv..its ok thanks kano..anyway enjoy wit ur family wit 1st salary..:-);-)
ham,Can... I'm free...
ham,Hi. I'm sorry i missed your call. Can you pls call back.
ham,This phone has the weirdest auto correct.
ham,Hi its in durban are you still on this number
ham,I AM AT A PARTY WITH ALEX NICHOLS
ham,"House-Maid is the murderer, coz the man was murdered on <#> th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,* Was thinking about chuckin ur red green n black trainners 2 save carryin them bac on train
ham,"Good! No, don t need any receipts well done! ( _) Yes, please tell . What s her number, i could ring her"
spam,Am new 2 club & dont fink we met yet Will B gr8 2 C U Please leave msg 2day wiv ur area 09099726553 reply promised CARLIE x Calls 1/minMobsmore LKPOBOX177HP51FL
ham,alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05
spam,"Hi babe its Chloe, how r u? I was smashed on saturday night, it was great! How was your weekend? U been missing me? SP visionsms.com Text stop to stop 150p/text"
ham,Okie...
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,Thank you princess! You are so sexy...
ham,My sort code is and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!
ham,Same. Wana plan a trip sometme then
ham,Is ur lecture over?
ham,Ok going to sleep. Hope i can meet her.
ham,I am in hospital da. . I will return home in evening
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,I think steyn surely get one wicket:)
spam,Your B4U voucher w/c 27/03 is MARSMS. Log onto www.B4Utele.com for discount credit. To opt out reply stop. Customer care call 08717168528
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg Kanagu
ham,I.ll give her once i have it. Plus she said grinule greet you whenever we speak
ham,Shall i start from hear.
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that!"
ham,"<#> %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to <#> frnds in <#> mins whn u read..."
ham,This pain couldn't have come at a worse time.
ham,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?"
spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
ham,Omg it could snow here tonite!
ham,Haiyoh... Maybe your hamster was jealous of million
ham,HI DARLIN I HOPE YOU HAD A NICE NIGHT I WISH I HAD COME CANT WAIT TO SEE YOU LOVE FRAN PS I WANT DIRTY ANAL SEX AND I WANT A 10 MAN GANG BANG
ham,What is this 'hex' place you talk of? Explain!
ham,"Tee hee. Off to lecture, cheery bye bye."
ham,Anyway i'm going shopping on my own now. Cos my sis not done yet. Dun disturb u liao.
ham,Did you see that film:)
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,Have you always been saying welp?
ham,"sorry brah, just finished the last of my exams, what up"
spam,Your credits have been topped up for http://www.bubbletext.com Your renewal Pin is tgxxrz
ham,"Not for possession, especially not first offense"
ham,Cheers for the message Zogtorius. I ve been staring at my phone for an age deciding whether to text or not.
ham,Can you use foreign stamps for whatever you send them off for?
ham,In that case I guess I'll see you at campus lodge
ham,He neva grumble but i sad lor... Hee... Buy tmr lor aft lunch. But we still meetin 4 lunch tmr a not. Neva hear fr them lei. got a lot of work ar?
ham,Nice line said by a broken heart- Plz don't cum 1 more times infront of me... Other wise once again I ll trust U... Good 9t:)
ham,"Ha. You don t know either. I did a a clever but simple thing with pears the other day, perfect for christmas."
ham,Super da:)good replacement for murali
ham,Delhi and chennai still silent.
ham,Then _ ask dad to pick _ up lar... wan 2 stay until 6 meh...
ham,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.
ham,"Yeah probably, I still gotta check out with leo"
ham,Tmr timin still da same wat cos i got lesson until 6...
ham,I meant as an apology from me for texting you to get me drugs at <#> at night
ham,So li hai... Me bored now da lecturer repeating last weeks stuff waste time...
ham,I plane to give on this month end.
ham,And of course you should make a stink!
ham,Still i have not checked it da. . .
ham,"Dont give a monkeys wot they think and i certainly don't mind. Any friend of mine&all that! Just don't sleep wiv , that wud be annoyin!"
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.
ham,Send to someone else :-)
