"AUDIT_ID","ACTION_TYPE","ENTITY_TYPE","ENTITY_ID","FIELD_CHANGED","OLD_VALUE","NEW_VALUE","CHANGE_SUMMARY","USER_ID","USER_ROLE","IP_ADDRESS","ACTION_TIMESTAMP"
8367,DECLINE_SAR,CASE,1816,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,manager_raghavan,COMPLIANCE_MANAGER,"10.96.184.232",2026-06-26 02:17:30.000
8368,CLOSE_CASE,CASE,1816,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.96.184.232",2026-06-26 12:17:30.000
8369,OPEN_CASE,CASE,1817,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_7. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_7,AML_ANALYST,"10.97.185.243",2026-06-24 19:17:30.000
8370,DECLINE_SAR,CASE,1817,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,manager_fernandez,COMPLIANCE_MANAGER,"10.97.185.243",2026-06-26 04:17:30.000
8371,CLOSE_CASE,CASE,1817,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.97.185.243",2026-06-26 15:17:30.000
8372,OPEN_CASE,CASE,1818,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_7. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_7,AML_ANALYST,"10.98.186.254",2026-06-24 20:17:30.000
8373,REQUEST_EDD,CASE,1818,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,officer_tanaka,COMPLIANCE_OFFICER,"10.98.186.254",2026-06-25 10:17:30.000
8374,DECLINE_SAR,CASE,1818,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,officer_tanaka,COMPLIANCE_OFFICER,"10.98.186.254",2026-06-26 06:17:30.000
8375,OPEN_CASE,CASE,1819,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_8. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_8,AML_ANALYST,"10.99.187.9",2026-06-24 21:17:30.000
8376,DECLINE_SAR,CASE,1819,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,officer_dubois,COMPLIANCE_OFFICER,"10.99.187.9",2026-06-26 08:17:30.000
8377,CLOSE_CASE,CASE,1819,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.99.187.9",2026-06-26 21:17:30.000
8378,OPEN_CASE,CASE,1820,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_2. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_2,AML_ANALYST,"10.40.188.20",2026-06-24 16:17:30.000
8379,REQUEST_EDD,CASE,1820,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,senior_marchetti,SENIOR_ANALYST,"10.40.188.20",2026-06-24 20:17:30.000
8380,FILE_SAR,CASE,1820,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of structuring activity. SAR reference: SAR-2026-01820. Final decision accountability: senior_okafor (SENIOR_ANALYST). Joule recommendation reviewed and confirmed by investigator prior to filing.,senior_okafor,SENIOR_ANALYST,"10.40.188.20",2026-06-26 04:17:30.000
8381,CLOSE_CASE,CASE,1820,STATUS,OPEN,CLOSED,Case closed. SAR filed and acknowledged. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.40.188.20",2026-06-26 18:17:30.000
8382,OPEN_CASE,CASE,1821,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_1. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_1,AML_ANALYST,"10.41.189.31",2026-06-24 17:17:30.000
8383,FILE_SAR,CASE,1821,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of layering activity. SAR reference: SAR-2026-01821. Final decision accountability: manager_raghavan (COMPLIANCE_MANAGER). Joule recommendation reviewed and confirmed by investigator prior to filing.,manager_raghavan,COMPLIANCE_MANAGER,"10.41.189.31",2026-06-26 06:17:30.000
8384,OPEN_CASE,CASE,1822,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_7. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_7,AML_ANALYST,"10.42.190.42",2026-06-24 18:17:30.000
8385,REQUEST_EDD,CASE,1822,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,manager_raghavan,COMPLIANCE_MANAGER,"10.42.190.42",2026-06-25 00:17:30.000
8386,FILE_SAR,CASE,1822,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of placement activity. SAR reference: SAR-2026-01822. Final decision accountability: manager_fernandez (COMPLIANCE_MANAGER). Joule recommendation reviewed and confirmed by investigator prior to filing.,manager_fernandez,COMPLIANCE_MANAGER,"10.42.190.42",2026-06-26 08:17:30.000
8387,OPEN_CASE,CASE,1823,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_9. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_9,AML_ANALYST,"10.43.191.53",2026-06-24 19:17:30.000
8388,FILE_SAR,CASE,1823,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of structuring activity. SAR reference: SAR-2026-01823. Final decision accountability: officer_tanaka (COMPLIANCE_OFFICER). Joule recommendation reviewed and confirmed by investigator prior to filing.,officer_tanaka,COMPLIANCE_OFFICER,"10.43.191.53",2026-06-26 10:17:30.000
8389,OPEN_CASE,CASE,1824,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_1. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_1,AML_ANALYST,"10.44.192.64",2026-06-24 20:17:30.000
8390,REQUEST_EDD,CASE,1824,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,officer_tanaka,COMPLIANCE_OFFICER,"10.44.192.64",2026-06-25 04:17:30.000
8391,FILE_SAR,CASE,1824,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of layering activity. SAR reference: SAR-2026-01824. Final decision accountability: officer_dubois (COMPLIANCE_OFFICER). Joule recommendation reviewed and confirmed by investigator prior to filing.,officer_dubois,COMPLIANCE_OFFICER,"10.44.192.64",2026-06-26 12:17:30.000
8392,OPEN_CASE,CASE,1825,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_1. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_1,AML_ANALYST,"10.45.193.75",2026-06-24 21:17:30.000
8393,DECLINE_SAR,CASE,1825,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,officer_dubois,COMPLIANCE_OFFICER,"10.45.193.75",2026-06-26 14:17:30.000
8394,CLOSE_CASE,CASE,1825,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.45.193.75",2026-06-27 09:17:30.000
8395,OPEN_CASE,CASE,1826,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_8. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_8,AML_ANALYST,"10.46.194.86",2026-06-24 16:17:30.000
8396,REQUEST_EDD,CASE,1826,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,senior_marchetti,SENIOR_ANALYST,"10.46.194.86",2026-06-25 02:17:30.000
8397,FILE_SAR,CASE,1826,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of structuring activity. SAR reference: SAR-2026-01826. Final decision accountability: manager_raghavan (COMPLIANCE_MANAGER). Joule recommendation reviewed and confirmed by investigator prior to filing.,manager_raghavan,COMPLIANCE_MANAGER,"10.46.194.86",2026-06-26 10:17:30.000
8398,CLOSE_CASE,CASE,1826,STATUS,OPEN,CLOSED,Case closed. SAR filed and acknowledged. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_tanaka,COMPLIANCE_OFFICER,"10.46.194.86",2026-06-27 06:17:30.000
8399,OPEN_CASE,CASE,1827,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_9. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_9,AML_ANALYST,"10.47.195.97",2026-06-24 17:17:30.000
8400,DECLINE_SAR,CASE,1827,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,senior_okafor,SENIOR_ANALYST,"10.47.195.97",2026-06-26 12:17:30.000
8401,CLOSE_CASE,CASE,1827,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.47.195.97",2026-06-27 09:17:30.000
8402,OPEN_CASE,CASE,1828,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_8. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_8,AML_ANALYST,"10.48.196.108",2026-06-24 18:17:30.000
8403,REQUEST_EDD,CASE,1828,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,manager_raghavan,COMPLIANCE_MANAGER,"10.48.196.108",2026-06-25 06:17:30.000
8404,DECLINE_SAR,CASE,1828,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,manager_raghavan,COMPLIANCE_MANAGER,"10.48.196.108",2026-06-26 14:17:30.000
8405,CLOSE_CASE,CASE,1828,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.48.196.108",2026-06-27 12:17:30.000
8406,OPEN_CASE,CASE,1829,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_4. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_4,AML_ANALYST,"10.49.197.119",2026-06-24 19:17:30.000
8407,DECLINE_SAR,CASE,1829,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,manager_fernandez,COMPLIANCE_MANAGER,"10.49.197.119",2026-06-26 16:17:30.000
8408,CLOSE_CASE,CASE,1829,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.49.197.119",2026-06-27 15:17:30.000
8409,OPEN_CASE,CASE,1830,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_4. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_4,AML_ANALYST,"10.50.198.130",2026-06-24 20:17:30.000
8410,REQUEST_EDD,CASE,1830,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,officer_tanaka,COMPLIANCE_OFFICER,"10.50.198.130",2026-06-25 10:17:30.000
8411,DECLINE_SAR,CASE,1830,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,officer_tanaka,COMPLIANCE_OFFICER,"10.50.198.130",2026-06-26 18:17:30.000
8412,OPEN_CASE,CASE,1831,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_7. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_7,AML_ANALYST,"10.51.199.141",2026-06-24 21:17:30.000
8413,DECLINE_SAR,CASE,1831,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,officer_dubois,COMPLIANCE_OFFICER,"10.51.199.141",2026-06-26 20:17:30.000
8414,CLOSE_CASE,CASE,1831,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.51.199.141",2026-06-27 21:17:30.000
8415,OPEN_CASE,CASE,1832,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_5. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_5,AML_ANALYST,"10.52.200.152",2026-06-24 16:17:30.000
8416,REQUEST_EDD,CASE,1832,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,senior_marchetti,SENIOR_ANALYST,"10.52.200.152",2026-06-24 20:17:30.000
8417,DECLINE_SAR,CASE,1832,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,senior_marchetti,SENIOR_ANALYST,"10.52.200.152",2026-06-26 16:17:30.000
8418,CLOSE_CASE,CASE,1832,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.52.200.152",2026-06-26 18:17:30.000
8419,OPEN_CASE,CASE,1833,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_3. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_3,AML_ANALYST,"10.53.201.163",2026-06-24 17:17:30.000
8420,DECLINE_SAR,CASE,1833,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,senior_okafor,SENIOR_ANALYST,"10.53.201.163",2026-06-26 18:17:30.000
8421,OPEN_CASE,CASE,1834,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_5. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_5,AML_ANALYST,"10.54.202.174",2026-06-24 18:17:30.000
8422,REQUEST_EDD,CASE,1834,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,manager_raghavan,COMPLIANCE_MANAGER,"10.54.202.174",2026-06-25 00:17:30.000
8423,DECLINE_SAR,CASE,1834,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,manager_raghavan,COMPLIANCE_MANAGER,"10.54.202.174",2026-06-26 20:17:30.000
8424,CLOSE_CASE,CASE,1834,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_tanaka,COMPLIANCE_OFFICER,"10.54.202.174",2026-06-27 00:17:30.000
8425,OPEN_CASE,CASE,1835,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_8. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_8,AML_ANALYST,"10.55.203.185",2026-06-24 19:17:30.000
8426,DECLINE_SAR,CASE,1835,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,manager_fernandez,COMPLIANCE_MANAGER,"10.55.203.185",2026-06-26 22:17:30.000
8427,CLOSE_CASE,CASE,1835,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.55.203.185",2026-06-27 03:17:30.000
8428,OPEN_CASE,CASE,1836,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_10. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_10,AML_ANALYST,"10.56.204.196",2026-06-24 20:17:30.000
8429,REQUEST_EDD,CASE,1836,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,officer_tanaka,COMPLIANCE_OFFICER,"10.56.204.196",2026-06-25 04:17:30.000
8430,DECLINE_SAR,CASE,1836,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,officer_tanaka,COMPLIANCE_OFFICER,"10.56.204.196",2026-06-27 00:17:30.000
8431,CLOSE_CASE,CASE,1836,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.56.204.196",2026-06-27 06:17:30.000
8432,OPEN_CASE,CASE,1837,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_2. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_2,AML_ANALYST,"10.57.205.207",2026-06-24 21:17:30.000
8433,DECLINE_SAR,CASE,1837,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by manager_fernandez. Joule alert summary noted. Human accountability confirmed.,officer_dubois,COMPLIANCE_OFFICER,"10.57.205.207",2026-06-27 02:17:30.000
8434,CLOSE_CASE,CASE,1837,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.57.205.207",2026-06-27 09:17:30.000
8435,OPEN_CASE,CASE,1838,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_4. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_4,AML_ANALYST,"10.58.206.218",2026-06-24 16:17:30.000
8436,REQUEST_EDD,CASE,1838,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,senior_marchetti,SENIOR_ANALYST,"10.58.206.218",2026-06-25 02:17:30.000
8437,DECLINE_SAR,CASE,1838,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,senior_marchetti,SENIOR_ANALYST,"10.58.206.218",2026-06-26 22:17:30.000
8438,OPEN_CASE,CASE,1839,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_1. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_1,AML_ANALYST,"10.59.207.229",2026-06-24 17:17:30.000
8439,DECLINE_SAR,CASE,1839,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,senior_okafor,SENIOR_ANALYST,"10.59.207.229",2026-06-27 00:17:30.000
8440,CLOSE_CASE,CASE,1839,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.59.207.229",2026-06-27 09:17:30.000
8441,OPEN_CASE,CASE,1840,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_5. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_5,AML_ANALYST,"10.60.208.240",2026-06-24 18:17:30.000
8442,REQUEST_EDD,CASE,1840,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,manager_raghavan,COMPLIANCE_MANAGER,"10.60.208.240",2026-06-25 06:17:30.000
8443,FILE_SAR,CASE,1840,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of placement activity. SAR reference: SAR-2026-01840. Final decision accountability: senior_okafor (SENIOR_ANALYST). Joule recommendation reviewed and confirmed by investigator prior to filing.,senior_okafor,SENIOR_ANALYST,"10.60.208.240",2026-06-27 02:17:30.000
8444,CLOSE_CASE,CASE,1840,STATUS,OPEN,CLOSED,Case closed. SAR filed and acknowledged. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.60.208.240",2026-06-27 12:17:30.000
8445,OPEN_CASE,CASE,1841,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_9. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_9,AML_ANALYST,"10.61.209.251",2026-06-24 19:17:30.000
8446,FILE_SAR,CASE,1841,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of structuring activity. SAR reference: SAR-2026-01841. Final decision accountability: manager_raghavan (COMPLIANCE_MANAGER). Joule recommendation reviewed and confirmed by investigator prior to filing.,manager_raghavan,COMPLIANCE_MANAGER,"10.61.209.251",2026-06-27 04:17:30.000
8447,OPEN_CASE,CASE,1842,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_8. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_8,AML_ANALYST,"10.62.210.6",2026-06-24 20:17:30.000
8448,REQUEST_EDD,CASE,1842,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,officer_tanaka,COMPLIANCE_OFFICER,"10.62.210.6",2026-06-25 10:17:30.000
8449,DECLINE_SAR,CASE,1842,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Transaction explained by documented business purpose. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,officer_tanaka,COMPLIANCE_OFFICER,"10.62.210.6",2026-06-27 06:17:30.000
8450,OPEN_CASE,CASE,1843,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_5. Initial Joule case summary reviewed. Counterparty exposure identified as primary risk driver.,analyst_5,AML_ANALYST,"10.63.211.17",2026-06-24 21:17:30.000
8451,DECLINE_SAR,CASE,1843,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by officer_dubois. Joule alert summary noted. Human accountability confirmed.,officer_dubois,COMPLIANCE_OFFICER,"10.63.211.17",2026-06-27 08:17:30.000
8452,CLOSE_CASE,CASE,1843,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_dubois,COMPLIANCE_OFFICER,"10.63.211.17",2026-06-27 21:17:30.000
8453,OPEN_CASE,CASE,1844,STATUS,,OPEN,Case opened. Priority: HIGH. Assigned to analyst_1. Initial Joule case summary reviewed. Suspicious structuring identified as primary risk driver.,analyst_1,AML_ANALYST,"10.64.212.28",2026-06-24 16:17:30.000
8454,REQUEST_EDD,CASE,1844,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: MAS MAS626.,senior_marchetti,SENIOR_ANALYST,"10.64.212.28",2026-06-24 20:17:30.000
8455,DECLINE_SAR,CASE,1844,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Insufficient evidence of criminal intent. Decision reviewed by manager_raghavan. Joule alert summary noted. Human accountability confirmed.,senior_marchetti,SENIOR_ANALYST,"10.64.212.28",2026-06-27 04:17:30.000
8456,CLOSE_CASE,CASE,1844,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_raghavan,COMPLIANCE_MANAGER,"10.64.212.28",2026-06-27 18:17:30.000
8457,OPEN_CASE,CASE,1845,STATUS,,OPEN,Case opened. Priority: LOW. Assigned to analyst_1. Initial Joule case summary reviewed. Threshold breach pattern identified as primary risk driver.,analyst_1,AML_ANALYST,"10.65.213.39",2026-06-24 17:17:30.000
8458,FILE_SAR,CASE,1845,SAR_FILED,FALSE,TRUE,SAR filed with relevant FIU. Human investigator decision: sufficient evidence of layering activity. SAR reference: SAR-2026-01845. Final decision accountability: senior_okafor (SENIOR_ANALYST). Joule recommendation reviewed and confirmed by investigator prior to filing.,senior_okafor,SENIOR_ANALYST,"10.65.213.39",2026-06-27 06:17:30.000
8459,CLOSE_CASE,CASE,1845,STATUS,OPEN,CLOSED,Case closed. SAR filed and acknowledged. All alerts reviewed. Documentation archived. Regulatory reporting complete.,manager_fernandez,COMPLIANCE_MANAGER,"10.65.213.39",2026-06-27 21:17:30.000
8460,OPEN_CASE,CASE,1846,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_6. Initial Joule case summary reviewed. Velocity anomaly identified as primary risk driver.,analyst_6,AML_ANALYST,"10.66.214.50",2026-06-24 18:17:30.000
8461,REQUEST_EDD,CASE,1846,REQUIRES_EDD,FALSE,TRUE,Enhanced Due Diligence requested. Risk profile elevated. Beneficial ownership structure under review. Regulatory obligation: FinCEN CDD Rule.,manager_raghavan,COMPLIANCE_MANAGER,"10.66.214.50",2026-06-25 00:17:30.000
8462,DECLINE_SAR,CASE,1846,SAR_FILED,PENDING,DECLINED,SAR filing declined after investigation. Investigator determination: Risk indicators resolved through client outreach. Decision reviewed by officer_tanaka. Joule alert summary noted. Human accountability confirmed.,manager_raghavan,COMPLIANCE_MANAGER,"10.66.214.50",2026-06-27 08:17:30.000
8463,CLOSE_CASE,CASE,1846,STATUS,OPEN,CLOSED,Case closed. No SAR required. All alerts reviewed. Documentation archived. Regulatory reporting complete.,officer_tanaka,COMPLIANCE_OFFICER,"10.66.214.50",2026-06-28 00:17:30.000
8464,OPEN_CASE,CASE,1847,STATUS,,OPEN,Case opened. Priority: MEDIUM. Assigned to analyst_3. Initial Joule case summary reviewed. Geographic risk signal identified as primary risk driver.,analyst_3,AML_ANALYST,"10.67.215.61",2026-06-24 19:17:30.000
