"EXPLANATION_ID","ALERT_ID","TRANSACTION_ID","COMPANY_ID","EXPLANATION_TYPE","EXPLANATION_TEXT","CONFIDENCE_SCORE","INPUT_CONTEXT","MODEL_VERSION","USER_RATING","USER_FEEDBACK","GENERATED_AT"
24394,19394,13857,1730,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7787,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24395,19395,46721,2307,ALERT_SUMMARY,"Abnormal transaction velocity detected: 14 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.9608,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24396,19396,39709,4070,RISK_DRIVER,"Key risk factors: Counterparty risk score 53, no sanctions match, moderate destination jurisdiction (score: 10), VERIFIED KYC status.",0.8221,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24397,19397,73787,4425,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7650,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24398,19398,106370,3504,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.7643,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24399,19399,59299,3989,RISK_DRIVER,"Key risk factors: Pattern match confidence 9% (score: 8), high amount profile (score: 53), moderate counterparty risk (score: 22).",0.7626,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24400,19400,75848,566,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8940,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24401,19401,126339,4650,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.7734,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24402,19402,73313,337,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.6x above the company's historical monthly average.,0.8786,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24403,19403,48455,467,RISK_DRIVER,"Key risk factors: Amount 0.7x above baseline average (score: 21), elevated geographic exposure (score: 61), normal transaction frequency (score: 24).",0.9455,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24404,19404,127833,2261,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 17), no sanctions exposure, high transaction size (score: 59), cross-border routing.",0.7720,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24405,19405,77258,1670,RISK_DRIVER,"Key risk factors: Transaction velocity 2.1x above daily baseline (score: 6), moderate behavioral pattern (score: 15), moderate geography (score: 29).",0.8036,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24406,19406,69770,2628,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.9311,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24407,19407,108917,3885,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.7524,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24408,19408,145123,2146,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 95), no sanctions exposure, high transaction size (score: 72), cross-border routing.",0.8568,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24409,19409,124746,3984,RISK_DRIVER,"Key risk factors: Pattern match confidence 2% (score: 2), high amount profile (score: 75), moderate counterparty risk (score: 15).",0.9524,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24410,19410,80295,1900,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.7733,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24411,19411,118011,4825,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.9656,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24412,19412,70600,2285,ALERT_SUMMARY,"Transaction amount of $114,000 significantly exceeds the company's 90-day average of $38,000, triggering a critical threshold breach alert requiring immediate review.",0.8544,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24413,19413,37079,4971,RISK_DRIVER,"Key risk factors: Pattern match confidence 10% (score: 9), high amount profile (score: 61), moderate counterparty risk (score: 23).",0.8852,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24414,19414,128734,3143,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.7736,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24415,19415,11393,3947,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9141,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24416,19416,38491,1527,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.9316,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24417,19417,23756,4232,ALERT_SUMMARY,"Abnormal transaction velocity detected: 14 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.9580,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24418,19418,84089,1418,ALERT_SUMMARY,"Abnormal transaction velocity detected: 14 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.8966,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24419,19419,94062,4030,RISK_DRIVER,"Key risk factors: Counterparty risk score 22, no sanctions match, moderate destination jurisdiction (score: 16), VERIFIED KYC status.",0.8317,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24420,19420,18183,416,RISK_DRIVER,"Key risk factors: Transaction velocity 2.4x above daily baseline (score: 8), moderate behavioral pattern (score: 5), elevated geography (score: 95).",0.9167,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24421,19421,111001,94,RISK_DRIVER,"Key risk factors: Transaction velocity 1.4x above daily baseline (score: 14), anomalous behavioral pattern (score: 87), moderate geography (score: 22).",0.7928,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24422,19422,138562,2183,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.9333,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24423,19423,10320,1478,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.7794,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24424,19424,110483,2153,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8502,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24425,19425,10455,4072,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.9235,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24426,19426,9258,654,RISK_DRIVER,"Key risk factors: Counterparty risk score 14, no sanctions match, elevated destination jurisdiction (score: 61), VERIFIED KYC status.",0.8842,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24427,19427,73459,4394,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9284,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24428,19428,15440,2603,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.8580,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24429,19429,100944,878,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.8289,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24430,19430,42875,4443,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 95), no sanctions exposure, high transaction size (score: 61), cross-border routing.",0.9732,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24431,19431,145607,1736,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8849,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24432,19432,80036,1106,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.7833,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24433,19433,116201,4418,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8666,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24434,19434,33515,2468,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.9475,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24435,19435,27477,1637,RISK_DRIVER,"Key risk factors: Pattern match confidence 10% (score: 9), high amount profile (score: 59), moderate counterparty risk (score: 42).",0.8291,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24436,19436,62157,1295,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8973,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24437,19437,80014,3087,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.9306,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24438,19438,118195,4923,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 29), no sanctions exposure, high transaction size (score: 60), cross-border routing.",0.7936,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24439,19439,94804,2629,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 24), no sanctions exposure, high transaction size (score: 56), cross-border routing.",0.9098,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24440,19440,60203,2220,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 86), no sanctions exposure, moderate transaction size (score: 50), cross-border routing.",0.8879,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24441,19441,101808,2705,RISK_DRIVER,"Key risk factors: Pattern match confidence 99% (score: 90), high amount profile (score: 57), moderate counterparty risk (score: 12).",0.9460,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24442,19442,127332,8,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.9715,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24443,19443,27207,912,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8189,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24444,19444,78731,1894,RISK_DRIVER,"Key risk factors: Transaction velocity 0.7x above daily baseline (score: 14), moderate behavioral pattern (score: 16), moderate geography (score: 10).",0.7873,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24445,19445,3986,4044,RISK_DRIVER,"Key risk factors: Counterparty risk score 22, no sanctions match, elevated destination jurisdiction (score: 83), VERIFIED KYC status.",0.9515,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24446,19446,136969,160,ALERT_SUMMARY,Transaction amount breaches the high-value monitoring threshold. Amount is 2.5x above the company's historical monthly average.,0.8641,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24447,19447,121350,4474,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8969,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24448,19448,15821,478,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8030,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24449,19449,41485,1217,RECOMMENDATION,Log for trend monitoring. No immediate action required unless pattern repeats within 30 days.,0.7990,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24450,19450,82933,1360,RISK_DRIVER,"Key risk factors: Pattern match confidence 99% (score: 97), high amount profile (score: 56), moderate counterparty risk (score: 43).",0.9190,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24451,19451,3760,3928,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 20), no sanctions exposure, high transaction size (score: 78), cross-border routing.",0.9357,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24452,19452,80034,3944,RISK_DRIVER,"Key risk factors: Transaction velocity 2.7x above daily baseline (score: 2), moderate behavioral pattern (score: 4), moderate geography (score: 15).",0.7972,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24453,19453,54992,2411,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.9400,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24454,19454,51257,1494,ALERT_SUMMARY,"Transaction amount of $116,400 significantly exceeds the company's 90-day average of $38,800, triggering a critical threshold breach alert requiring immediate review.",0.8334,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24455,19455,28983,2110,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8323,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24456,19456,110538,3242,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.7765,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24457,19457,21720,2417,RISK_DRIVER,"Key risk factors: Transaction velocity 2.3x above daily baseline (score: 17), moderate behavioral pattern (score: 2), moderate geography (score: 24).",0.8513,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24458,19458,64646,809,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8847,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24459,19459,81190,855,RISK_DRIVER,"Key risk factors: Counterparty risk score 26, no sanctions match, moderate destination jurisdiction (score: 18), VERIFIED KYC status.",0.7601,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24460,19460,1945,3050,ALERT_SUMMARY,Transaction routed through a high-risk jurisdiction flagged on the FATF grey list. Destination country has active sanctions exposure and a corruption index below 30.,0.7958,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24461,19461,5955,4914,RISK_DRIVER,"Key risk factors: Counterparty risk score 22, no sanctions match, moderate destination jurisdiction (score: 13), VERIFIED KYC status.",0.7901,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24462,19462,95933,1103,RISK_DRIVER,"Key risk factors: Amount 2.2x above baseline average (score: 65), moderate geographic exposure (score: 17), normal transaction frequency (score: 5).",0.9153,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24463,19463,104507,1680,RISK_DRIVER,"Key risk factors: Transaction velocity 2.1x above daily baseline (score: 13), moderate behavioral pattern (score: 9), elevated geography (score: 76).",0.9449,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24464,19464,145985,1703,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.7911,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24465,19465,146182,383,ALERT_SUMMARY,"Transaction pattern matches known structuring typology: multiple sub-threshold transfers to different beneficiaries within 48 hours, consistent with layering activity.",0.7905,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24466,19466,120594,2680,RISK_DRIVER,"Key risk factors: Pattern match confidence 2% (score: 2), high amount profile (score: 62), moderate counterparty risk (score: 24).",0.9594,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24467,19467,56840,4073,ALERT_SUMMARY,Behavioral pattern anomaly detected. Transaction characteristics deviate significantly from the company's established baseline profile.,0.9412,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24468,19468,38028,4892,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.8372,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24469,19469,80367,3982,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.8278,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24470,19470,127755,3301,ALERT_SUMMARY,Beneficiary entity has direct sanctions list exposure (OFAC SDN). Transaction to this counterparty is prohibited without prior compliance approval.,0.8202,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24471,19471,33822,1427,ALERT_SUMMARY,Minor pattern deviation noted. Transaction subtype and beneficiary combination is atypical for this company segment.,0.8350,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24472,19472,131495,3839,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 75), no sanctions exposure, moderate transaction size (score: 31), cross-border routing.",0.9020,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24473,19473,9237,1877,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.9747,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24474,19474,102228,4281,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.9528,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24475,19475,77484,2000,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7650,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24476,19476,1529,1106,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.9530,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24477,19477,27765,1938,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.9328,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24478,19478,29777,4775,ALERT_SUMMARY,Transaction frequency spike detected. Company has exceeded its typical weekly transaction count within a single day.,0.8725,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24479,19479,137455,2268,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8361,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24480,19480,68611,1833,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.8488,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24481,19481,12530,4434,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.8062,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24482,19482,25279,4114,ALERT_SUMMARY,"Transaction amount of $110,400 significantly exceeds the company's 90-day average of $36,800, triggering a critical threshold breach alert requiring immediate review.",0.9255,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24483,19483,42963,863,RECOMMENDATION,Review transaction documentation and verify business purpose. Update monitoring watchlist if pattern continues.,0.7935,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24484,19484,106560,3195,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8177,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24485,19485,89600,1013,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.8254,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24486,19486,20754,2985,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8948,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24487,19487,105083,4593,RISK_DRIVER,"Key risk factors: Amount 1.5x above baseline average (score: 45), moderate geographic exposure (score: 21), normal transaction frequency (score: 17).",0.9508,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24488,19488,20221,3708,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.9727,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24489,19489,135867,2564,RISK_DRIVER,"Key risk factors: Counterparty risk score 13, no sanctions match, moderate destination jurisdiction (score: 27), VERIFIED KYC status.",0.7981,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24490,19490,37460,4680,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.9305,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24491,19491,21751,3421,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8914,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24492,19492,29735,2380,ALERT_SUMMARY,Cross-border transaction involves a high-risk corridor. Destination country carries elevated AML risk due to weak regulatory framework.,0.8670,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24493,19493,9245,2442,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.9228,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24494,19494,36998,3555,RISK_DRIVER,"Key risk factors: Pattern match confidence 65% (score: 0), high amount profile (score: 58), moderate counterparty risk (score: 29).",0.8647,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24495,19495,100413,2267,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 19), no sanctions exposure, high transaction size (score: 52), cross-border routing.",0.7912,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24496,19496,69097,2715,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.8360,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24497,19497,147622,2833,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8612,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24498,19498,121486,3528,RISK_DRIVER,"Key risk factors: Counterparty risk score 15, no sanctions match, moderate destination jurisdiction (score: 15), VERIFIED KYC status.",0.8590,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24499,19499,115583,1943,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8422,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24500,19500,118756,1800,RECOMMENDATION,Flag for immediate SAR consideration. Freeze related account activity. Escalate to AML Investigation team.,0.8994,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24501,19501,13612,2056,ALERT_SUMMARY,New counterparty relationship detected. No prior transaction history with this beneficiary in the last 12 months.,0.8005,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24502,19502,20721,4786,ALERT_SUMMARY,Counterparty is domiciled in a high-risk jurisdiction with prior adverse media flags. Enhanced counterparty due diligence is required.,0.8540,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24503,19503,132240,543,ALERT_SUMMARY,Transaction routed through a high-risk jurisdiction flagged on the FATF grey list. Destination country has active sanctions exposure and a corruption index below 30.,0.8411,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24504,19504,21621,4100,RISK_DRIVER,"Key risk factors: Counterparty risk score 15, no sanctions match, moderate destination jurisdiction (score: 24), VERIFIED KYC status.",0.8478,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24505,19505,40989,3124,RISK_DRIVER,"Key risk factors: Amount 2.4x above baseline average (score: 73), elevated geographic exposure (score: 62), normal transaction frequency (score: 20).",0.8814,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24506,19506,9554,1494,RISK_DRIVER,"Key risk factors: Pattern match confidence 13% (score: 11), high amount profile (score: 62), moderate counterparty risk (score: 29).",0.8085,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24507,19507,106084,4881,ALERT_SUMMARY,"Abnormal transaction velocity detected: 15 transactions initiated within 24 hours, far exceeding the company's baseline daily average. Pattern is consistent with rapid fund movement.",0.7809,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24508,19508,31760,1799,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.8179,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24509,19509,45036,488,RECOMMENDATION,Request transaction purpose documentation from client. Verify beneficiary details. Assess whether EDD review is required.,0.8309,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24510,19510,51173,1850,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.7595,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24511,19511,115572,194,RECOMMENDATION,Suspend transaction processing. Conduct emergency counterparty screening. Notify Financial Crime Operations within 2 hours.,0.8929,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24512,19512,108164,3714,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 18), no sanctions exposure, high transaction size (score: 54), cross-border routing.",0.8538,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24513,19513,48026,383,RISK_DRIVER,"Key risk factors: Pattern match confidence 4% (score: 4), high amount profile (score: 69), moderate counterparty risk (score: 10).",0.8441,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24514,19514,31837,1603,RISK_DRIVER,"Key risk factors: Transaction velocity 1.7x above daily baseline (score: 19), moderate behavioral pattern (score: 12), moderate geography (score: 26).",0.8229,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24515,19515,116797,1980,RISK_DRIVER,"Key risk factors: Amount 2.1x above baseline average (score: 62), moderate geographic exposure (score: 45), normal transaction frequency (score: 4).",0.7557,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24516,19516,20466,1107,RISK_DRIVER,"Key risk factors: High-risk destination country (score: 46), no sanctions exposure, high transaction size (score: 68), cross-border routing.",0.8038,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24517,19517,99339,3844,RECOMMENDATION,Conduct enhanced due diligence on counterparty. Review last 90 days of transaction history for related patterns. Update risk profile.,0.7675,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24518,19518,117539,2678,ALERT_SUMMARY,Moderate increase in transaction frequency observed over the past 7 days compared to the 90-day baseline.,0.8177,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24519,19519,75542,4164,RECOMMENDATION,Assign to AML analyst for priority review within 24 hours. Request supporting documentation from relationship manager. Assess SAR filing requirement.,0.8679,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24520,19520,25797,2392,RECOMMENDATION,Standard review required within 5 business days. Confirm transaction aligns with client's stated business activity.,0.7680,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24521,19521,57459,1694,RISK_DRIVER,"Key risk factors: Transaction velocity 1.9x above daily baseline (score: 2), moderate behavioral pattern (score: 12), elevated geography (score: 52).",0.9631,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24522,19522,71303,756,ALERT_SUMMARY,Transaction routed through a high-risk jurisdiction flagged on the FATF grey list. Destination country has active sanctions exposure and a corruption index below 30.,0.7773,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24523,19523,67694,1295,RISK_DRIVER,"Key risk factors: Counterparty risk score 12, no sanctions match, moderate destination jurisdiction (score: 22), VERIFIED KYC status.",0.7588,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24524,19524,13763,2465,ALERT_SUMMARY,Transaction amount is above the standard monitoring threshold. No prior threshold breaches recorded for this company in the last 90 days.,0.8268,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
24525,19525,71712,120,RECOMMENDATION,Escalate to Senior Compliance Officer immediately. Place hold on transaction pending investigation. Initiate SAR drafting process.,0.8257,{},v1.0.0,,[NULL],2026-06-24 08:19:15.594
